Resume_Index,Rank,Similarity_Score,Job_Title,Job_Description
240,5,0.5558174848556519,Magento Full Stack Developer,magento full stack developer position title magento full stack developer position description client need magento full stack developer short term contract potential fte conversion remote work acceptable state work matter job requirement year exp mage...
241,1,0.6808866262435913, Data Administrator,data administrator data administrator involved data maintenance customer file within internal customer database role allow interface sale customer support team ensure date information current prospective customer worldwide responsible maintaining int...
241,2,0.6796796917915344, Staff Data Analyst - Tech,staff data analyst tech position description build data function product minimum qualification senior analyst demonstrated success working business product team adept sql tableau teradata excel etc fluent communication presentation ability additional...
241,3,0.6632553935050964," Sales Consultant - Gaming, Ent, DI",sale consultant gaming ent sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved ...
241,4,0.6621612310409546,"Sales Consultant - HT, Gaming, Ent",sale consultant gaming ent sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved ...
241,5,0.6614466905593872,Sales Consultant - Comp,sale consultant comp sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved unders...
242,1,0.7508620023727417, Sr Analyst Business Analysis - Sales Analytics,analyst business analysis sale analytics job description sale analytics reporting team responsible delivering informational report analytical insight sale performance mobile leadership sale field senior business analyst responsible gathering validati...
242,2,0.7384626865386963,UX Strategist,strategist vanguard dedicated providing incomparable service client vast majority interaction take place digital channel enhance evolve experience vanguard currently seeking strategist ideal candidate track record crafting exceptional experience solv...
242,3,0.7327343225479126, Content Marketing Operations Manager,content marketing operation manager content operation marketing manager location position worked remotely anywhere champion buyer customer seller content marketing athlete strong analytical strategic skill strive implement creative solution based dat...
242,4,0.7321813702583313, Event Sales Admin,event sale admin overview sale admin support sale team executing important behind scene administrative function keep venue functioning efficiently without critical role effort provide best class service hospitality guest would impossible sale admins ...
242,5,0.7317926287651062,Basketball Data Analyst,basketball data analyst job summary clipper looking hire basketball data analyst work closely member front office coaching staff health performance staff well entire basketball operation department analyze interpret forecast visualize report basketba...
243,1,0.7248727679252625,Database Administrator (Loop 100K),database administrator loop loop product shop looking senior database administrator year experience join team avid learner looking next challenge career working directly cio work alongside powerhouse team developer dba focus sql server database explo...
243,2,0.7166053056716919,"Manager, Customer Analytics- Dates and Reservations",manager customer analytics date reservation job description love using data find insight hate buy something unsure delivery going arrive finding way thing efficiently effectively get heart racing customer experience analytics team searching looking s...
243,3,0.7117363214492798, VP - Financial Reporting & Data Analyst,financial reporting data analyst discover opportunity mitsubishi ufj financial group mufg largest financial group world total asset trillion ranked snl financial april colleague nearly country strong working together positively impact every customer ...
243,4,0.7071076035499573, Senior Business Intelligence Reporting Analyst,senior business intelligence reporting analyst position senior business intelligence reporting analyst duty design develop tableau report ensure business requirement met provide enhanced solution meet client requirement design implement business inte...
243,5,0.7039341926574707, Data Analyst,data analyst berkadia joint venture berkshire hathaway jefferies financial group leader commercial real estate industry offering robust suite service multifamily commercial property client powered deep relationship industry changing technology people...
244,1,0.6814480423927307, Business Analyst Associate,business analyst associate university registrar service seeking business analyst associate specialized technically oriented position focus meeting exceeding high standard accuracy quality based established system technology guideline position require...
244,2,0.6610539555549622, Quantitative researcher,quantitative researcher successful candidate role year experience building testing cutting edge trading system individual responsible developing maintaining scalable multi tiered application infrastructure successful candidate able solve difficult te...
244,3,0.6590693593025208,Director - Artificial Intelligence (AI) Offering Lead,director artificial intelligence offering lead role midwest offering lead work regional global leadership well microsoft accenture design develop sell artificial intelligence machine learning solution client identify business value needed client lead...
244,4,0.6555781364440918,Developer - Intermediate level,developer intermediate level developer strong growth mindset passionate technology want work highly collaborative team alongside great technologist apply today vanguard digital first company invests significantly technology enable business goal growt...
244,5,0.6351591348648071,"Business Intelligence Financial Analyst, Sr.",business intelligence financial analyst business intelligence financial analyst direction administrator director individual lead core strategic financial performance process analytics includes limited business plan development financial statement ana...
245,1,0.6249626278877258,Data Analyst,data analyst job detail title data analyst location phoenix description duty analyze compile data transaction foundation server database tfs required skill year experience team foundation server year experience microsoft excel minimum high school edu...
245,2,0.6069552302360535, Market Intelligence Analyst -Bilingual Korean/English,market intelligence analyst bilingual korean english job duty capturing macro strategic view market getting implication intelligence extracted trend insight providing actionable insight report format implication intelligence performing data analysis ...
245,3,0.5661415457725525, Data Administrator,data administrator data administrator involved data maintenance customer file within internal customer database role allow interface sale customer support team ensure date information current prospective customer worldwide responsible maintaining int...
245,4,0.5570068359375, Staff Data Analyst - Tech,staff data analyst tech position description build data function product minimum qualification senior analyst demonstrated success working business product team adept sql tableau teradata excel etc fluent communication presentation ability additional...
245,5,0.5558174848556519,Magento Full Stack Developer,magento full stack developer position title magento full stack developer position description client need magento full stack developer short term contract potential fte conversion remote work acceptable state work matter job requirement year exp mage...
246,1,0.6808866262435913, Data Administrator,data administrator data administrator involved data maintenance customer file within internal customer database role allow interface sale customer support team ensure date information current prospective customer worldwide responsible maintaining int...
246,2,0.6796796917915344, Staff Data Analyst - Tech,staff data analyst tech position description build data function product minimum qualification senior analyst demonstrated success working business product team adept sql tableau teradata excel etc fluent communication presentation ability additional...
246,3,0.6632553935050964," Sales Consultant - Gaming, Ent, DI",sale consultant gaming ent sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved ...
246,4,0.6621612310409546,"Sales Consultant - HT, Gaming, Ent",sale consultant gaming ent sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved ...
246,5,0.6614466905593872,Sales Consultant - Comp,sale consultant comp sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved unders...
247,1,0.7508620023727417, Sr Analyst Business Analysis - Sales Analytics,analyst business analysis sale analytics job description sale analytics reporting team responsible delivering informational report analytical insight sale performance mobile leadership sale field senior business analyst responsible gathering validati...
247,2,0.7384626865386963,UX Strategist,strategist vanguard dedicated providing incomparable service client vast majority interaction take place digital channel enhance evolve experience vanguard currently seeking strategist ideal candidate track record crafting exceptional experience solv...
247,3,0.7327343225479126, Content Marketing Operations Manager,content marketing operation manager content operation marketing manager location position worked remotely anywhere champion buyer customer seller content marketing athlete strong analytical strategic skill strive implement creative solution based dat...
247,4,0.7321813702583313, Event Sales Admin,event sale admin overview sale admin support sale team executing important behind scene administrative function keep venue functioning efficiently without critical role effort provide best class service hospitality guest would impossible sale admins ...
247,5,0.7317926287651062,Basketball Data Analyst,basketball data analyst job summary clipper looking hire basketball data analyst work closely member front office coaching staff health performance staff well entire basketball operation department analyze interpret forecast visualize report basketba...
248,1,0.7248727679252625,Database Administrator (Loop 100K),database administrator loop loop product shop looking senior database administrator year experience join team avid learner looking next challenge career working directly cio work alongside powerhouse team developer dba focus sql server database explo...
248,2,0.7166053056716919,"Manager, Customer Analytics- Dates and Reservations",manager customer analytics date reservation job description love using data find insight hate buy something unsure delivery going arrive finding way thing efficiently effectively get heart racing customer experience analytics team searching looking s...
248,3,0.7117363214492798, VP - Financial Reporting & Data Analyst,financial reporting data analyst discover opportunity mitsubishi ufj financial group mufg largest financial group world total asset trillion ranked snl financial april colleague nearly country strong working together positively impact every customer ...
248,4,0.7071076035499573, Senior Business Intelligence Reporting Analyst,senior business intelligence reporting analyst position senior business intelligence reporting analyst duty design develop tableau report ensure business requirement met provide enhanced solution meet client requirement design implement business inte...
248,5,0.7039341926574707, Data Analyst,data analyst berkadia joint venture berkshire hathaway jefferies financial group leader commercial real estate industry offering robust suite service multifamily commercial property client powered deep relationship industry changing technology people...
249,1,0.6814480423927307, Business Analyst Associate,business analyst associate university registrar service seeking business analyst associate specialized technically oriented position focus meeting exceeding high standard accuracy quality based established system technology guideline position require...
249,2,0.6610539555549622, Quantitative researcher,quantitative researcher successful candidate role year experience building testing cutting edge trading system individual responsible developing maintaining scalable multi tiered application infrastructure successful candidate able solve difficult te...
249,3,0.6590693593025208,Director - Artificial Intelligence (AI) Offering Lead,director artificial intelligence offering lead role midwest offering lead work regional global leadership well microsoft accenture design develop sell artificial intelligence machine learning solution client identify business value needed client lead...
249,4,0.6555781364440918,Developer - Intermediate level,developer intermediate level developer strong growth mindset passionate technology want work highly collaborative team alongside great technologist apply today vanguard digital first company invests significantly technology enable business goal growt...
249,5,0.6351591348648071,"Business Intelligence Financial Analyst, Sr.",business intelligence financial analyst business intelligence financial analyst direction administrator director individual lead core strategic financial performance process analytics includes limited business plan development financial statement ana...
250,1,0.6249626278877258,Data Analyst,data analyst job detail title data analyst location phoenix description duty analyze compile data transaction foundation server database tfs required skill year experience team foundation server year experience microsoft excel minimum high school edu...
250,2,0.6069552302360535, Market Intelligence Analyst -Bilingual Korean/English,market intelligence analyst bilingual korean english job duty capturing macro strategic view market getting implication intelligence extracted trend insight providing actionable insight report format implication intelligence performing data analysis ...
250,3,0.5661415457725525, Data Administrator,data administrator data administrator involved data maintenance customer file within internal customer database role allow interface sale customer support team ensure date information current prospective customer worldwide responsible maintaining int...
250,4,0.5570068359375, Staff Data Analyst - Tech,staff data analyst tech position description build data function product minimum qualification senior analyst demonstrated success working business product team adept sql tableau teradata excel etc fluent communication presentation ability additional...
250,5,0.5558174848556519,Magento Full Stack Developer,magento full stack developer position title magento full stack developer position description client need magento full stack developer short term contract potential fte conversion remote work acceptable state work matter job requirement year exp mage...
251,1,0.6808866262435913, Data Administrator,data administrator data administrator involved data maintenance customer file within internal customer database role allow interface sale customer support team ensure date information current prospective customer worldwide responsible maintaining int...
251,2,0.6796796917915344, Staff Data Analyst - Tech,staff data analyst tech position description build data function product minimum qualification senior analyst demonstrated success working business product team adept sql tableau teradata excel etc fluent communication presentation ability additional...
251,3,0.6632553935050964," Sales Consultant - Gaming, Ent, DI",sale consultant gaming ent sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved ...
251,4,0.6621612310409546,"Sales Consultant - HT, Gaming, Ent",sale consultant gaming ent sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved ...
251,5,0.6614466905593872,Sales Consultant - Comp,sale consultant comp sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved unders...
252,1,0.7508620023727417, Sr Analyst Business Analysis - Sales Analytics,analyst business analysis sale analytics job description sale analytics reporting team responsible delivering informational report analytical insight sale performance mobile leadership sale field senior business analyst responsible gathering validati...
252,2,0.7384626865386963,UX Strategist,strategist vanguard dedicated providing incomparable service client vast majority interaction take place digital channel enhance evolve experience vanguard currently seeking strategist ideal candidate track record crafting exceptional experience solv...
252,3,0.7327343225479126, Content Marketing Operations Manager,content marketing operation manager content operation marketing manager location position worked remotely anywhere champion buyer customer seller content marketing athlete strong analytical strategic skill strive implement creative solution based dat...
252,4,0.7321813702583313, Event Sales Admin,event sale admin overview sale admin support sale team executing important behind scene administrative function keep venue functioning efficiently without critical role effort provide best class service hospitality guest would impossible sale admins ...
252,5,0.7317926287651062,Basketball Data Analyst,basketball data analyst job summary clipper looking hire basketball data analyst work closely member front office coaching staff health performance staff well entire basketball operation department analyze interpret forecast visualize report basketba...
253,1,0.7248727679252625,Database Administrator (Loop 100K),database administrator loop loop product shop looking senior database administrator year experience join team avid learner looking next challenge career working directly cio work alongside powerhouse team developer dba focus sql server database explo...
253,2,0.7166053056716919,"Manager, Customer Analytics- Dates and Reservations",manager customer analytics date reservation job description love using data find insight hate buy something unsure delivery going arrive finding way thing efficiently effectively get heart racing customer experience analytics team searching looking s...
253,3,0.7117363214492798, VP - Financial Reporting & Data Analyst,financial reporting data analyst discover opportunity mitsubishi ufj financial group mufg largest financial group world total asset trillion ranked snl financial april colleague nearly country strong working together positively impact every customer ...
253,4,0.7071076035499573, Senior Business Intelligence Reporting Analyst,senior business intelligence reporting analyst position senior business intelligence reporting analyst duty design develop tableau report ensure business requirement met provide enhanced solution meet client requirement design implement business inte...
253,5,0.7039341926574707, Data Analyst,data analyst berkadia joint venture berkshire hathaway jefferies financial group leader commercial real estate industry offering robust suite service multifamily commercial property client powered deep relationship industry changing technology people...
254,1,0.6814480423927307, Business Analyst Associate,business analyst associate university registrar service seeking business analyst associate specialized technically oriented position focus meeting exceeding high standard accuracy quality based established system technology guideline position require...
254,2,0.6610539555549622, Quantitative researcher,quantitative researcher successful candidate role year experience building testing cutting edge trading system individual responsible developing maintaining scalable multi tiered application infrastructure successful candidate able solve difficult te...
254,3,0.6590693593025208,Director - Artificial Intelligence (AI) Offering Lead,director artificial intelligence offering lead role midwest offering lead work regional global leadership well microsoft accenture design develop sell artificial intelligence machine learning solution client identify business value needed client lead...
254,4,0.6555781364440918,Developer - Intermediate level,developer intermediate level developer strong growth mindset passionate technology want work highly collaborative team alongside great technologist apply today vanguard digital first company invests significantly technology enable business goal growt...
254,5,0.6351591348648071,"Business Intelligence Financial Analyst, Sr.",business intelligence financial analyst business intelligence financial analyst direction administrator director individual lead core strategic financial performance process analytics includes limited business plan development financial statement ana...
255,1,0.6249626278877258,Data Analyst,data analyst job detail title data analyst location phoenix description duty analyze compile data transaction foundation server database tfs required skill year experience team foundation server year experience microsoft excel minimum high school edu...
255,2,0.6069552302360535, Market Intelligence Analyst -Bilingual Korean/English,market intelligence analyst bilingual korean english job duty capturing macro strategic view market getting implication intelligence extracted trend insight providing actionable insight report format implication intelligence performing data analysis ...
255,3,0.5661415457725525, Data Administrator,data administrator data administrator involved data maintenance customer file within internal customer database role allow interface sale customer support team ensure date information current prospective customer worldwide responsible maintaining int...
255,4,0.5570068359375, Staff Data Analyst - Tech,staff data analyst tech position description build data function product minimum qualification senior analyst demonstrated success working business product team adept sql tableau teradata excel etc fluent communication presentation ability additional...
255,5,0.5558174848556519,Magento Full Stack Developer,magento full stack developer position title magento full stack developer position description client need magento full stack developer short term contract potential fte conversion remote work acceptable state work matter job requirement year exp mage...
256,1,0.6808866262435913, Data Administrator,data administrator data administrator involved data maintenance customer file within internal customer database role allow interface sale customer support team ensure date information current prospective customer worldwide responsible maintaining int...
256,2,0.6796796917915344, Staff Data Analyst - Tech,staff data analyst tech position description build data function product minimum qualification senior analyst demonstrated success working business product team adept sql tableau teradata excel etc fluent communication presentation ability additional...
256,3,0.6632553935050964," Sales Consultant - Gaming, Ent, DI",sale consultant gaming ent sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved ...
256,4,0.6621612310409546,"Sales Consultant - HT, Gaming, Ent",sale consultant gaming ent sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved ...
256,5,0.6614466905593872,Sales Consultant - Comp,sale consultant comp sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved unders...
257,1,0.7508620023727417, Sr Analyst Business Analysis - Sales Analytics,analyst business analysis sale analytics job description sale analytics reporting team responsible delivering informational report analytical insight sale performance mobile leadership sale field senior business analyst responsible gathering validati...
257,2,0.7384626865386963,UX Strategist,strategist vanguard dedicated providing incomparable service client vast majority interaction take place digital channel enhance evolve experience vanguard currently seeking strategist ideal candidate track record crafting exceptional experience solv...
257,3,0.7327343225479126, Content Marketing Operations Manager,content marketing operation manager content operation marketing manager location position worked remotely anywhere champion buyer customer seller content marketing athlete strong analytical strategic skill strive implement creative solution based dat...
257,4,0.7321813702583313, Event Sales Admin,event sale admin overview sale admin support sale team executing important behind scene administrative function keep venue functioning efficiently without critical role effort provide best class service hospitality guest would impossible sale admins ...
257,5,0.7317926287651062,Basketball Data Analyst,basketball data analyst job summary clipper looking hire basketball data analyst work closely member front office coaching staff health performance staff well entire basketball operation department analyze interpret forecast visualize report basketba...
258,1,0.7248727679252625,Database Administrator (Loop 100K),database administrator loop loop product shop looking senior database administrator year experience join team avid learner looking next challenge career working directly cio work alongside powerhouse team developer dba focus sql server database explo...
258,2,0.7166053056716919,"Manager, Customer Analytics- Dates and Reservations",manager customer analytics date reservation job description love using data find insight hate buy something unsure delivery going arrive finding way thing efficiently effectively get heart racing customer experience analytics team searching looking s...
258,3,0.7117363214492798, VP - Financial Reporting & Data Analyst,financial reporting data analyst discover opportunity mitsubishi ufj financial group mufg largest financial group world total asset trillion ranked snl financial april colleague nearly country strong working together positively impact every customer ...
258,4,0.7071076035499573, Senior Business Intelligence Reporting Analyst,senior business intelligence reporting analyst position senior business intelligence reporting analyst duty design develop tableau report ensure business requirement met provide enhanced solution meet client requirement design implement business inte...
258,5,0.7039341926574707, Data Analyst,data analyst berkadia joint venture berkshire hathaway jefferies financial group leader commercial real estate industry offering robust suite service multifamily commercial property client powered deep relationship industry changing technology people...
259,1,0.6814480423927307, Business Analyst Associate,business analyst associate university registrar service seeking business analyst associate specialized technically oriented position focus meeting exceeding high standard accuracy quality based established system technology guideline position require...
259,2,0.6610539555549622, Quantitative researcher,quantitative researcher successful candidate role year experience building testing cutting edge trading system individual responsible developing maintaining scalable multi tiered application infrastructure successful candidate able solve difficult te...
259,3,0.6590693593025208,Director - Artificial Intelligence (AI) Offering Lead,director artificial intelligence offering lead role midwest offering lead work regional global leadership well microsoft accenture design develop sell artificial intelligence machine learning solution client identify business value needed client lead...
259,4,0.6555781364440918,Developer - Intermediate level,developer intermediate level developer strong growth mindset passionate technology want work highly collaborative team alongside great technologist apply today vanguard digital first company invests significantly technology enable business goal growt...
259,5,0.6351591348648071,"Business Intelligence Financial Analyst, Sr.",business intelligence financial analyst business intelligence financial analyst direction administrator director individual lead core strategic financial performance process analytics includes limited business plan development financial statement ana...
260,1,0.6249626278877258,Data Analyst,data analyst job detail title data analyst location phoenix description duty analyze compile data transaction foundation server database tfs required skill year experience team foundation server year experience microsoft excel minimum high school edu...
260,2,0.6069552302360535, Market Intelligence Analyst -Bilingual Korean/English,market intelligence analyst bilingual korean english job duty capturing macro strategic view market getting implication intelligence extracted trend insight providing actionable insight report format implication intelligence performing data analysis ...
260,3,0.5661415457725525, Data Administrator,data administrator data administrator involved data maintenance customer file within internal customer database role allow interface sale customer support team ensure date information current prospective customer worldwide responsible maintaining int...
260,4,0.5570068359375, Staff Data Analyst - Tech,staff data analyst tech position description build data function product minimum qualification senior analyst demonstrated success working business product team adept sql tableau teradata excel etc fluent communication presentation ability additional...
260,5,0.5558174848556519,Magento Full Stack Developer,magento full stack developer position title magento full stack developer position description client need magento full stack developer short term contract potential fte conversion remote work acceptable state work matter job requirement year exp mage...
261,1,0.6808866262435913, Data Administrator,data administrator data administrator involved data maintenance customer file within internal customer database role allow interface sale customer support team ensure date information current prospective customer worldwide responsible maintaining int...
261,2,0.6796796917915344, Staff Data Analyst - Tech,staff data analyst tech position description build data function product minimum qualification senior analyst demonstrated success working business product team adept sql tableau teradata excel etc fluent communication presentation ability additional...
261,3,0.6632553935050964," Sales Consultant - Gaming, Ent, DI",sale consultant gaming ent sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved ...
261,4,0.6621612310409546,"Sales Consultant - HT, Gaming, Ent",sale consultant gaming ent sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved ...
261,5,0.6614466905593872,Sales Consultant - Comp,sale consultant comp sale consultant sale consultant ensures best buy delivers world class customer experience destination authority technology product service provide velocity solution support solve customer need ensure customer left unserved unders...
262,1,0.7508620023727417, Sr Analyst Business Analysis - Sales Analytics,analyst business analysis sale analytics job description sale analytics reporting team responsible delivering informational report analytical insight sale performance mobile leadership sale field senior business analyst responsible gathering validati...
262,2,0.7384626865386963,UX Strategist,strategist vanguard dedicated providing incomparable service client vast majority interaction take place digital channel enhance evolve experience vanguard currently seeking strategist ideal candidate track record crafting exceptional experience solv...
262,3,0.7327343225479126, Content Marketing Operations Manager,content marketing operation manager content operation marketing manager location position worked remotely anywhere champion buyer customer seller content marketing athlete strong analytical strategic skill strive implement creative solution based dat...
262,4,0.7321813702583313, Event Sales Admin,event sale admin overview sale admin support sale team executing important behind scene administrative function keep venue functioning efficiently without critical role effort provide best class service hospitality guest would impossible sale admins ...
262,5,0.7317926287651062,Basketball Data Analyst,basketball data analyst job summary clipper looking hire basketball data analyst work closely member front office coaching staff health performance staff well entire basketball operation department analyze interpret forecast visualize report basketba...
263,1,0.7248727679252625,Database Administrator (Loop 100K),database administrator loop loop product shop looking senior database administrator year experience join team avid learner looking next challenge career working directly cio work alongside powerhouse team developer dba focus sql server database explo...
263,2,0.7166053056716919,"Manager, Customer Analytics- Dates and Reservations",manager customer analytics date reservation job description love using data find insight hate buy something unsure delivery going arrive finding way thing efficiently effectively get heart racing customer experience analytics team searching looking s...
263,3,0.7117363214492798, VP - Financial Reporting & Data Analyst,financial reporting data analyst discover opportunity mitsubishi ufj financial group mufg largest financial group world total asset trillion ranked snl financial april colleague nearly country strong working together positively impact every customer ...
263,4,0.7071076035499573, Senior Business Intelligence Reporting Analyst,senior business intelligence reporting analyst position senior business intelligence reporting analyst duty design develop tableau report ensure business requirement met provide enhanced solution meet client requirement design implement business inte...
263,5,0.7039341926574707, Data Analyst,data analyst berkadia joint venture berkshire hathaway jefferies financial group leader commercial real estate industry offering robust suite service multifamily commercial property client powered deep relationship industry changing technology people...
264,1,0.6814480423927307, Business Analyst Associate,business analyst associate university registrar service seeking business analyst associate specialized technically oriented position focus meeting exceeding high standard accuracy quality based established system technology guideline position require...
264,2,0.6610539555549622, Quantitative researcher,quantitative researcher successful candidate role year experience building testing cutting edge trading system individual responsible developing maintaining scalable multi tiered application infrastructure successful candidate able solve difficult te...
264,3,0.6590693593025208,Director - Artificial Intelligence (AI) Offering Lead,director artificial intelligence offering lead role midwest offering lead work regional global leadership well microsoft accenture design develop sell artificial intelligence machine learning solution client identify business value needed client lead...
264,4,0.6555781364440918,Developer - Intermediate level,developer intermediate level developer strong growth mindset passionate technology want work highly collaborative team alongside great technologist apply today vanguard digital first company invests significantly technology enable business goal growt...
264,5,0.6351591348648071,"Business Intelligence Financial Analyst, Sr.",business intelligence financial analyst business intelligence financial analyst direction administrator director individual lead core strategic financial performance process analytics includes limited business plan development financial statement ana...
265,1,0.5512012243270874,"Software Engineer, Deep Learning",software engineer deep learning job description magic leap number exciting project computer vision ranging tracking object detection recognition looking best deep learning seeking senior software engineer join deep learning team ideally least year ex...
265,2,0.5285234451293945, Quantitative researcher,quantitative researcher successful candidate role year experience building testing cutting edge trading system individual responsible developing maintaining scalable multi tiered application infrastructure successful candidate able solve difficult te...
265,3,0.5249310731887817,Infotainment System Test Engineer - Entry Level (CM),infotainment system test engineer entry level job description car multimedia group looking automotive system test engineer experience area apple carplay android auto certification position actively working test validation activity head unit responsib...
265,4,0.5249223709106445,Data Analyst Intern,data analyst intern person assist producing weekly department status report build dashboard visualization report present analyze result experience designing data model creating automated procedure scale operationalize process strong excel skill stron...
265,5,0.5219019651412964,Data Analyst,data analyst job detail title data analyst location phoenix description duty analyze compile data transaction foundation server database tfs required skill year experience team foundation server year experience microsoft excel minimum high school edu...
266,1,0.6160558462142944, Exercise Physiologist - Diagnostic Cardiology,exercise physiologist diagnostic cardiology john providence health system member ascension health largest profit catholic health system united state mission vision value john providence health system catholic health ministry committed providing spiri...
266,2,0.5412012934684753,Data Engineer,data engineer weight watcher inspire guide healthier choice transform life meet member leverage latest nutritional behavioral science help eat healthier move shift mindset purpose driven organization understand create community deliver personalized s...
266,3,0.5337957739830017, Senior Classroom Technology and Integration Specialist,senior classroom technology integration specialist overview nyit new york institute technology offer degree program including undergraduate graduate professional degree field study including architecture design art science education engineering compu...
266,4,0.5192714333534241,Admissions Consultant - Remote,admission consultant remote company overview center excellence higher education cehe non profit corporation headquartered salt lake city utah cehe operates degree granting career college throughout western united state online college brand include st...
266,5,0.5082060098648071,PROGRAM ADMINISTRATOR,program administrator university washington proud one nation premier educational research institution people important asset pursuit achieving excellence education research community service staff enjoys outstanding benefit professional growth opport...
267,1,0.728104293346405," Manager, Data Analysis",manager data analysis support analytic data need assigned business unit handle complex data request act person data analyst identify prioritize recurring hoc data analysis need health plan enable management control medical cost ensure delivery qualit...
267,2,0.72149658203125," Operations Supervisor, Production Facilities (Day Shift)",operation supervisor production facility day shift tesla terrific opportunity operation supervisor join dynamic facility team fremont factory supervisor responsible planning supervising coordinating operation one department duty include formulating p...
267,3,0.7181309461593628, Associate-Operations,associate operation broadridge growing need associate matrix business join operation team direction supervisor operation cash management process manual automated request tpa client responsible responding internal customer call email providing best cl...
267,4,0.7160862684249878,Human Resources Assistant/Receptionist,human resource assistant receptionist keytronicems team based supportive environment everyone able feel encouraged supported provide opportunity growth seminar certification job training career advancement team employee proud product diversity team e...
267,5,0.7158377170562744, Data (Tracking) Engineer,data tracking engineer ref cbs business unit cbs interactive job type full time staff job schedule job location burbank cbs interactive premier online content network information online operation cbs corporation well top native digital brand entertai...
268,1,0.7059201002120972, Quality Coordinator II,quality coordinator quality minded tactical product focused coordinate quality activity production floor provide useful data manufacturing team quality coordinator ensures associate aware product standard ensure product meet customer high expectation...
268,2,0.698253870010376," Operations Supervisor, Production Facilities (Day Shift)",operation supervisor production facility day shift tesla terrific opportunity operation supervisor join dynamic facility team fremont factory supervisor responsible planning supervising coordinating operation one department duty include formulating p...
268,3,0.6979103088378906, Systems Administrator,system administrator system administrator someone enjoys problem solving creative solution may role need help lead atern monitoring service including console maintenance monitor development ongoing analysis global environment motivated able work inde...
268,4,0.6958171725273132," Manager, AP",manager job description consultant help drive process payment schedule austin office utilizes broad knowledge financial theory application perform moderately complex financial analysis activity support impact decision making within department entire ...
268,5,0.6910887956619263, Director of Technology Centers,director technology center company overview zone enable positive business outcome innovative solution leverage technology world class partner exceptional service team certified sale engineering supply chain specialist nfrastructure service company zo...
269,1,0.7080762386322021, IT Communications Consultant,communication consultant vitalyst growing change enablement group adding another communication consultant team key responsibility specific responsibility include limited based communication strategy partnership client write communication alignment pr...
269,2,0.707927405834198, Entry Level Analyst,entry level analyst looking seeking recent college graduate looking hone analytical skill data rich setting call handled per day wealth information looking curious individual assist conversion data actionable report speech analytics reporting tool wi...
269,3,0.7066200971603394,Quality Improvement Manager,quality improvement manager responsible assisting development communication compliance monitoring behavioral health service policy procedure well assisting development staff education covering privacy access consumer health information compliance fed...
269,4,0.7037649154663086,UX Strategist,strategist vanguard dedicated providing incomparable service client vast majority interaction take place digital channel enhance evolve experience vanguard currently seeking strategist ideal candidate track record crafting exceptional experience solv...
